Meta data,,,
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0),-0.27129112,0.000006,100000
Channel 1 (PXI1Slot5/1),-0.27129112,0.000006,100000
,,,
Data,,,
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1),,
-3.92496781,7.27577508,0.002958,
-3.930405916,7.279863028,0.002964,
-3.930405916,7.27577508,0.00297,
-3.922248757,7.279863028,0.002976,
-3.927686863,7.274412431,0.002982,
-3.927686863,7.278500379,0.002988,
-3.919529704,7.27713773,0.002994,
-3.92496781,7.274412431,0.003,
-3.927686863,7.27713773,0.003006,
-3.927686863,7.27577508,0.003012,
-3.92088923,7.282588327,0.003018,
-3.92496781,7.27713773,0.003024,
-3.92904639,7.27577508,0.00303,
-3.923608283,7.27713773,0.003036,
-3.923608283,7.282588327,0.003042,
-3.927686863,7.274412431,0.003048,
-3.923608283,7.282588327,0.003054,
-3.92904639,7.281225677,0.00306,
-3.92088923,7.282588327,0.003066,
-3.923608283,7.268961834,0.003072,
-3.922248757,7.281225677,0.003078,
-3.92496781,7.281225677,0.003084,
-3.92088923,7.289401573,0.00309,
-3.926327336,7.278500379,0.003096,
-3.92496781,7.279863028,0.003102,
-3.922248757,7.282588327,0.003108,
-3.931765443,7.279863028,0.003114,
-3.923608283,7.27577508,0.00312,
-3.923608283,7.283950976,0.003126,
-3.927686863,7.285313625,0.003132,
-3.92088923,7.273049782,0.003138,
-3.923608283,7.27577508,0.003144,
-3.926327336,7.27713773,0.00315,
-3.92496781,7.285313625,0.003156,
-3.922248757,7.285313625,0.003162,
-3.92904639,7.270324483,0.003168,
-3.923608283,7.283950976,0.003174,
-3.927686863,7.279863028,0.00318,
-3.918170177,7.274412431,0.003186,
-3.92496781,7.286676275,0.003192,
-3.92496781,7.279863028,0.003198,
-3.918170177,7.273049782,0.003204,
-3.916810651,7.281225677,0.00321,
-3.919529704,7.281225677,0.003216,
-3.92088923,7.273049782,0.003222,
-3.916810651,7.274412431,0.003228,
-3.92496781,7.27577508,0.003234,
-3.92088923,7.279863028,0.00324,
-3.926327336,7.288038924,0.003246,
-3.923608283,7.281225677,0.003252,
-3.919529704,7.283950976,0.003258,
-3.918170177,7.285313625,0.003264,
-3.923608283,7.27577508,0.00327,
-3.915451124,7.283950976,0.003276,
-3.927686863,7.267599185,0.003282,
-3.912732071,7.289401573,0.003288,
-3.918170177,7.288038924,0.003294,
-3.905934438,7.281225677,0.0033,
-3.897777279,7.300302767,0.003306,
-3.949439288,7.248522095,0.003312,
-3.918170177,7.288038924,0.003318,
-3.919529704,7.27713773,0.003324,
-3.910013018,7.282588327,0.00333,
-3.916810651,7.273049782,0.003336,
-3.912732071,7.292126872,0.003342,
-3.914091598,7.289401573,0.003348,
-3.907293965,7.286676275,0.003354,
-3.930405916,7.285313625,0.00336,
-3.897777279,7.307116013,0.003366,
-3.916810651,7.292126872,0.003372,
-3.901855859,7.292126872,0.003378,
-3.92088923,7.285313625,0.003384,
-3.905934438,7.298940118,0.00339,
-3.911372545,7.296214819,0.003396,
-3.903215385,7.297577469,0.003402,
-3.911372545,7.281225677,0.003408,
-3.907293965,7.293489521,0.003414,
-3.912732071,7.286676275,0.00342,
-3.908653492,7.293489521,0.003426,
-3.922248757,7.298940118,0.003432,
-3.896417753,7.282588327,0.003438,
-3.937203549,7.263511237,0.003444,
-3.914091598,7.300302767,0.00345,
-3.896417753,7.318017207,0.003456,
-3.919529704,7.253972692,0.003462,
-3.884182014,7.337094297,0.003468,
-3.912732071,7.29485217,0.003474,
-3.899136806,7.308478663,0.00348,
-3.903215385,7.296214819,0.003486,
-3.918170177,7.268961834,0.003492,
-3.92088923,7.282588327,0.003498,
-3.900496332,7.308478663,0.003504,
-3.923608283,7.283950976,0.00351,
-3.896417753,7.31256661,0.003516,
-3.914091598,7.293489521,0.003522,
-3.905934438,7.29485217,0.003528,
-3.896417753,7.320742506,0.003534,
-3.918170177,7.263511237,0.00354,
-3.911372545,7.31392926,0.003546,
-3.903215385,7.305753364,0.003552,
-3.900496332,7.29485217,0.003558,
-3.942641655,7.256697991,0.003564,
-3.900496332,7.301665416,0.00357,
-3.900496332,7.29485217,0.003576,
-3.888260594,7.318017207,0.003582,
-3.88554154,7.319379857,0.003588,
-3.899136806,7.309841312,0.003594,
-3.908653492,7.305753364,0.0036,
-3.926327336,7.262148588,0.003606,
-3.908653492,7.289401573,0.003612,
-3.910013018,7.304390715,0.003618,
-3.901855859,7.31256661,0.003624,
-3.900496332,7.31256661,0.00363,
-3.92496781,7.271687133,0.003636,
-3.912732071,7.293489521,0.003642,
-3.916810651,7.283950976,0.003648,
-3.908653492,7.288038924,0.003654,
-3.897777279,7.311203961,0.00366,
-3.904574912,7.301665416,0.003666,
-3.903215385,7.309841312,0.003672,
-3.890979647,7.326193103,0.003678,
-3.930405916,7.27713773,0.003684,
-3.908653492,7.293489521,0.00369,
-3.907293965,7.293489521,0.003696,
-3.900496332,7.297577469,0.003702,
-3.919529704,7.283950976,0.003708,
-3.901855859,7.337094297,0.003714,
-3.908653492,7.268961834,0.00372,
-3.92904639,7.259423289,0.003726,
-3.912732071,7.298940118,0.003732,
-3.8936987,7.308478663,0.003738,
-3.916810651,7.290764222,0.003744,
-3.897777279,7.311203961,0.00375,
-3.903215385,7.286676275,0.003756,
-3.919529704,7.290764222,0.003762,
-3.897777279,7.315291909,0.003768,
-3.901855859,7.296214819,0.003774,
-3.901855859,7.31256661,0.00378,
-3.914091598,7.292126872,0.003786,
-3.930405916,7.25806064,0.003792,
-3.922248757,7.301665416,0.003798,
-3.923608283,7.282588327,0.003804,
-3.915451124,7.283950976,0.00381,
-3.900496332,7.304390715,0.003816,
-3.897777279,7.326193103,0.003822,
-3.918170177,7.281225677,0.003828,
-3.914091598,7.292126872,0.003834,
-3.903215385,7.297577469,0.00384,
-3.911372545,7.270324483,0.003846,
-3.916810651,7.305753364,0.003852,
-3.88962012,7.307116013,0.003858,
-3.942641655,7.249884745,0.003864,
-3.892339173,7.31392926,0.00387,
-3.908653492,7.285313625,0.003876,
-3.890979647,7.318017207,0.003882,
-3.910013018,7.29485217,0.003888,
-3.896417753,7.323467804,0.003894,
-3.890979647,7.308478663,0.0039,
-3.911372545,7.286676275,0.003906,
-3.916810651,7.288038924,0.003912,
-3.904574912,7.303028066,0.003918,
-3.915451124,7.282588327,0.003924,
-3.901855859,7.296214819,0.00393,
-3.912732071,7.304390715,0.003936,
-3.910013018,7.297577469,0.003942,
-3.903215385,7.303028066,0.003948,
-3.888260594,7.309841312,0.003954,
-3.914091598,7.296214819,0.00396,
-3.912732071,7.286676275,0.003966,
-3.914091598,7.296214819,0.003972,
-3.910013018,7.293489521,0.003978,
-3.901855859,7.29485217,0.003984,
-3.892339173,7.315291909,0.00399,
-3.918170177,7.279863028,0.003996,
-3.897777279,7.316654558,0.004002,
-3.904574912,7.296214819,0.004008,
-3.896417753,7.31256661,0.004014,
-3.904574912,7.307116013,0.00402,
-3.874665328,7.338456946,0.004026,
-3.878743908,7.342544894,0.004032,
-3.890979647,7.319379857,0.004038,
-3.881462961,7.327555752,0.004044,
-3.866508169,7.342544894,0.00405,
-3.896417753,7.328918402,0.004056,
-3.866508169,7.356171387,0.004062,
-3.892339173,7.323467804,0.004068,
-3.895058226,7.3316437,0.004074,
-3.905934438,7.301665416,0.00408,
-3.916810651,7.29485217,0.004086,
-3.895058226,7.311203961,0.004092,
-3.900496332,7.298940118,0.004098,
-3.88554154,7.318017207,0.004104,
-3.890979647,7.328918402,0.00411,
-3.881462961,7.341182245,0.004116,
-3.88554154,7.339819596,0.004122,
-3.88554154,7.330281051,0.004128,
-3.888260594,7.330281051,0.004134,
-3.88554154,7.323467804,0.00414,
-3.900496332,7.324830454,0.004146,
-3.899136806,7.31392926,0.004152,
-3.901855859,7.307116013,0.004158,
-3.897777279,7.305753364,0.004164,
-3.910013018,7.307116013,0.00417,
-3.904574912,7.31256661,0.004176,
-3.910013018,7.316654558,0.004182,
-3.901855859,7.323467804,0.004188,
-3.884182014,7.326193103,0.004194,
-3.874665328,7.345270193,0.0042,
-3.895058226,7.353446088,0.004206,
-3.897777279,7.328918402,0.004212,
-3.874665328,7.361621984,0.004218,
-3.88554154,7.341182245,0.004224,
-3.895058226,7.335731648,0.00423,
-3.874665328,7.339819596,0.004236,
-3.878743908,7.345270193,0.004242,
-3.880103434,7.328918402,0.004248,
-3.890979647,7.324830454,0.004254,
-3.901855859,7.323467804,0.00426,
-3.903215385,7.31392926,0.004266,
-3.892339173,7.326193103,0.004272,
